Address:,USB0::0x0957::0x179B::MY59127587::0::INSTR,,Analog Channels,,,
Model:,DSO-X 2002A,,Time (s),1 (VOLT),2 (VOLT),
,,,-0.0196072,0.393648244440556,2.29698888212442,
,,,-0.0195568,0.403296485543251,2.1932702511549,
,,,-0.0195064,0.422592967748642,1.67467709630728,
,,,-0.019456,0.412944726645947,1.08693818747997,
,,,-0.0194056,0.441889449954033,0.499199278652668,
,,,-0.0193552,0.422592967748642,0.049751877784729,
,,,-0.0193048,0.422592967748642,-0.226831138134003,
,,,-0.0192544,0.432241208851337,-0.434268400073051,
,,,-0.019204,0.441889449954033,-0.537987031042576,
,,,-0.0191536,0.441889449954033,-0.676278539001942,
,,,-0.0191032,0.441889449954033,-0.710851415991783,
,,,-0.0190528,0.461185932159424,-0.814570046961308,
,,,-0.0190024,0.451537691056728,-0.814570046961308,
,,,-0.018952,0.470834173262119,-0.779997169971466,
,,,-0.0189016,0.470834173262119,-0.814570046961308,
,,,-0.0188512,0.461185932159424,-0.814570046961308,
,,,-0.0188008,0.480482414364815,-0.779997169971466,
,,,-0.0187504,0.480482414364815,-0.745424292981625,
,,,-0.0187,0.470834173262119,-0.710851415991783,
,,,-0.0186496,0.49013065546751,-0.676278539001942,
,,,-0.0185992,0.480482414364815,-0.676278539001942,
,,,-0.0185488,0.470834173262119,-0.676278539001942,
,,,-0.0184984,0.49013065546751,-0.6417056620121,
,,,-0.018448,0.509427137672901,-0.6417056620121,
,,,-0.0183976,0.499778896570206,-0.607132785022259,
,,,-0.0183472,0.499778896570206,-0.572559908032417,
,,,-0.0182968,0.509427137672901,-0.572559908032417,
,,,-0.0182464,0.499778896570206,-0.537987031042576,
,,,-0.018196,0.519075378775597,-0.537987031042576,
,,,-0.0181456,0.499778896570206,-0.503414154052734,
,,,-0.0180952,0.528723619878292,-0.503414154052734,
,,,-0.0180448,0.528723619878292,-0.468841277062893,
,,,-0.0179944,0.519075378775597,-0.434268400073051,
,,,-0.017944,0.538371860980988,-0.468841277062893,
,,,-0.0178936,0.538371860980988,-0.434268400073051,
,,,-0.0178432,0.538371860980988,-0.39969552308321,
,,,-0.0177928,0.538371860980988,-0.39969552308321,
,,,-0.0177424,0.567316584289074,-0.39969552308321,
,,,-0.017692,0.557668343186378,-0.39969552308321,
,,,-0.0176416,0.548020102083683,-0.330549769103527,
,,,-0.0175912,0.567316584289074,-0.330549769103527,
,,,-0.0175408,0.567316584289074,-0.365122646093369,
,,,-0.0174904,0.567316584289074,-0.365122646093369,
,,,-0.01744,0.586613066494465,-0.295976892113686,
,,,-0.0173896,0.567316584289074,-0.330549769103527,
,,,-0.0173392,0.576964825391769,-0.261404015123844,
,,,-0.0172888,0.586613066494465,-0.295976892113686,
,,,-0.0172384,0.576964825391769,-0.261404015123844,
,,,-0.017188,0.586613066494465,-0.261404015123844,
,,,-0.0171376,0.59626130759716,-0.261404015123844,
,,,-0.0170872,0.59626130759716,-0.261404015123844,
,,,-0.0170368,0.605909548699856,-0.261404015123844,
,,,-0.0169864,0.605909548699856,-0.261404015123844,
,,,-0.016936,0.615557789802551,-0.261404015123844,
,,,-0.0168856,0.615557789802551,-0.261404015123844,
,,,-0.0168352,0.615557789802551,-0.226831138134003,
,,,-0.0167848,0.605909548699856,-0.15768538415432,
,,,-0.0167344,0.615557789802551,-0.192258261144161,
,,,-0.016684,0.615557789802551,-0.226831138134003,
,,,-0.0166336,0.634854272007942,-0.226831138134003,
,,,-0.0165832,0.625206030905247,-0.226831138134003,
,,,-0.0165328,0.615557789802551,-0.226831138134003,
,,,-0.0164824,0.625206030905247,-0.192258261144161,
,,,-0.016432,0.644502513110638,-0.192258261144161,
,,,-0.0163816,0.625206030905247,-0.192258261144161,
,,,-0.0163312,0.644502513110638,-0.15768538415432,
,,,-0.0162808,0.634854272007942,-0.15768538415432,
,,,-0.0162304,0.634854272007942,-0.123112507164478,
,,,-0.01618,0.625206030905247,-0.15768538415432,
,,,-0.0161296,0.663798995316029,-0.15768538415432,
,,,-0.0160792,0.663798995316029,-0.123112507164478,
,,,-0.0160288,0.644502513110638,-0.123112507164478,
,,,-0.0159784,0.654150754213333,-0.123112507164478,
,,,-0.015928,0.654150754213333,-0.123112507164478,
,,,-0.0158776,0.644502513110638,-0.0885396301746368,
,,,-0.0158272,0.654150754213333,-0.123112507164478,
,,,-0.0157768,0.654150754213333,-0.123112507164478,
,,,-0.0157264,0.654150754213333,-0.123112507164478,
,,,-0.015676,0.654150754213333,-0.123112507164478,
,,,-0.0156256,0.654150754213333,-0.123112507164478,
,,,-0.0155752,0.654150754213333,-0.123112507164478,
,,,-0.0155248,0.673447236418724,-0.0885396301746368,
,,,-0.0154744,0.68309547752142,-0.0885396301746368,
,,,-0.015424,0.654150754213333,-0.123112507164478,
,,,-0.0153736,0.673447236418724,-0.123112507164478,
,,,-0.0153232,0.663798995316029,-0.15768538415432,
,,,-0.0152728,0.673447236418724,-0.123112507164478,
,,,-0.0152224,0.673447236418724,-0.0539667531847954,
,,,-0.015172,0.663798995316029,-0.0885396301746368,
,,,-0.0151216,0.654150754213333,-0.0885396301746368,
,,,-0.0150712,0.654150754213333,-0.0885396301746368,
,,,-0.0150208,0.663798995316029,-0.0885396301746368,
,,,-0.0149704,0.654150754213333,-0.0885396301746368,
,,,-0.01492,0.673447236418724,-0.123112507164478,
,,,-0.0148696,0.663798995316029,-0.0885396301746368,
,,,-0.0148192,0.654150754213333,-0.123112507164478,
,,,-0.0147688,0.663798995316029,-0.123112507164478,
,,,-0.0147184,0.673447236418724,-0.0885396301746368,
,,,-0.014668,0.663798995316029,-0.0885396301746368,
,,,-0.0146176,0.644502513110638,-0.0885396301746368,
,,,-0.0145672,0.663798995316029,-0.0885396301746368,
,,,-0.0145168,0.654150754213333,-0.0885396301746368,
,,,-0.0144664,0.673447236418724,-0.123112507164478,
,,,-0.014416,0.663798995316029,-0.0539667531847954,
,,,-0.0143656,0.663798995316029,-0.0885396301746368,
,,,-0.0143152,0.663798995316029,-0.0539667531847954,
,,,-0.0142648,0.673447236418724,-0.0885396301746368,
,,,-0.0142144,0.654150754213333,-0.0885396301746368,
,,,-0.014164,0.663798995316029,-0.0885396301746368,
,,,-0.0141136,0.673447236418724,-0.0885396301746368,
,,,-0.0140632,0.68309547752142,-0.0539667531847954,
,,,-0.0140128,0.654150754213333,-0.0539667531847954,
,,,-0.0139624,0.644502513110638,-0.0539667531847954,
,,,-0.013912,0.644502513110638,-0.0885396301746368,
,,,-0.0138616,0.654150754213333,-0.0539667531847954,
,,,-0.0138112,0.663798995316029,-0.0539667531847954,
,,,-0.0137608,0.663798995316029,-0.0539667531847954,
,,,-0.0137104,0.644502513110638,-0.0539667531847954,
,,,-0.01366,0.673447236418724,-0.0539667531847954,
,,,-0.0136096,0.663798995316029,-0.0885396301746368,
,,,-0.0135592,0.654150754213333,-0.0539667531847954,
,,,-0.0135088,0.673447236418724,-0.0885396301746368,
,,,-0.0134584,0.663798995316029,-0.0885396301746368,
,,,-0.013408,0.654150754213333,-0.0539667531847954,
,,,-0.0133576,0.663798995316029,-0.0539667531847954,
,,,-0.0133072,0.663798995316029,-0.0539667531847954,
,,,-0.0132568,0.644502513110638,-0.0539667531847954,
,,,-0.0132064,0.654150754213333,-0.0885396301746368,
,,,-0.013156,0.654150754213333,-0.0885396301746368,
,,,-0.0131056,0.663798995316029,-0.0539667531847954,
,,,-0.0130552,0.663798995316029,-0.0539667531847954,
,,,-0.0130048,0.644502513110638,-0.0539667531847954,
,,,-0.0129544,0.644502513110638,-0.0539667531847954,
,,,-0.012904,0.634854272007942,-0.0539667531847954,
,,,-0.0128536,0.644502513110638,-0.0539667531847954,
,,,-0.0128032,0.644502513110638,-0.0539667531847954,
,,,-0.0127528,0.634854272007942,-0.0539667531847954,
,,,-0.0127024,0.625206030905247,-0.0885396301746368,
,,,-0.012652,0.634854272007942,-0.0539667531847954,
,,,-0.0126016,0.625206030905247,-0.0885396301746368,
,,,-0.0125512,0.634854272007942,-0.0885396301746368,
,,,-0.0125008,0.615557789802551,-0.0885396301746368,
,,,-0.0124504,0.634854272007942,-0.0885396301746368,
,,,-0.0124,0.605909548699856,-0.0885396301746368,
,,,-0.0123496,0.605909548699856,-0.123112507164478,
,,,-0.0122992,0.605909548699856,-0.123112507164478,
,,,-0.0122488,0.615557789802551,-0.123112507164478,
,,,-0.0121984,0.615557789802551,-0.123112507164478,
,,,-0.012148,0.615557789802551,-0.0885396301746368,
,,,-0.0120976,0.605909548699856,-0.0539667531847954,
,,,-0.0120472,0.615557789802551,-0.0885396301746368,
,,,-0.0119968,0.586613066494465,-0.0885396301746368,
,,,-0.0119464,0.615557789802551,-0.0885396301746368,
,,,-0.011896,0.586613066494465,-0.0539667531847954,
,,,-0.0118456,0.586613066494465,-0.0885396301746368,
,,,-0.0117952,0.586613066494465,-0.0539667531847954,
,,,-0.0117448,0.576964825391769,-0.0539667531847954,
,,,-0.0116944,0.576964825391769,-0.0539667531847954,
,,,-0.011644,0.567316584289074,-0.0193938761949539,
,,,-0.0115936,0.567316584289074,-0.0193938761949539,
,,,-0.0115432,0.557668343186378,0.0151790007948875,
,,,-0.0114928,0.567316584289074,-0.0193938761949539,
,,,-0.0114424,0.576964825391769,0.0151790007948875,
,,,-0.011392,0.548020102083683,-0.0193938761949539,
,,,-0.0113416,0.557668343186378,0.0151790007948875,
,,,-0.0112912,0.548020102083683,-0.0193938761949539,
,,,-0.0112408,0.548020102083683,0.049751877784729,
,,,-0.0111904,0.538371860980988,0.0151790007948875,
,,,-0.01114,0.509427137672901,0.0151790007948875,
,,,-0.0110896,0.528723619878292,0.0151790007948875,
,,,-0.0110392,0.519075378775597,0.0151790007948875,
,,,-0.0109888,0.519075378775597,0.049751877784729,
,,,-0.0109384,0.519075378775597,0.0151790007948875,
,,,-0.010888,0.519075378775597,0.0151790007948875,
,,,-0.0108376,0.49013065546751,0.049751877784729,
,,,-0.0107872,0.509427137672901,0.0843247547745705,
,,,-0.0107368,0.499778896570206,0.049751877784729,
,,,-0.0106864,0.470834173262119,0.118897631764412,
,,,-0.010636,0.49013065546751,0.0843247547745705,
,,,-0.0105856,0.480482414364815,0.118897631764412,
,,,-0.0105352,0.480482414364815,0.118897631764412,
,,,-0.0104848,0.470834173262119,0.153470508754253,
,,,-0.0104344,0.461185932159424,0.153470508754253,
,,,-0.010384,0.451537691056728,0.188043385744095,
,,,-0.0103336,0.451537691056728,0.222616262733936,
,,,-0.0102832,0.470834173262119,0.222616262733936,
,,,-0.0102328,0.461185932159424,0.257189139723778,
,,,-0.0101824,0.451537691056728,0.257189139723778,
,,,-0.010132,0.451537691056728,0.360907770693302,
,,,-0.0100816,0.441889449954033,0.360907770693302,
,,,-0.0100312,0.432241208851337,0.430053524672985,
,,,-0.0099808,0.432241208851337,0.499199278652668,
,,,-0.0099304,0.441889449954033,0.568345032632351,
,,,-0.00988,0.432241208851337,0.741209417581558,
,,,-0.0098296,0.412944726645947,0.914073802530766,
,,,-0.0097792,0.432241208851337,1.1906568184495,
,,,-0.0097288,0.412944726645947,1.53638558834791,
,,,-0.0096784,0.422592967748642,1.98583298921585,
,,,-0.009628,0.412944726645947,2.40070751309395,
,,,-0.0095776,0.412944726645947,2.608144775033,
,,,-0.0095272,0.38400000333786,2.40070751309395,
,,,-0.0094768,0.393648244440556,1.84754148125648,
,,,-0.0094264,0.393648244440556,1.22522969543934,
,,,-0.009376,0.393648244440556,0.741209417581558,
,,,-0.0093256,0.393648244440556,0.360907770693302,
,,,-0.0092752,0.38400000333786,0.0843247547745705,
,,,-0.0092248,0.374351762235165,-0.15768538415432,
,,,-0.0091744,0.364703521132469,-0.261404015123844,
,,,-0.009124,0.364703521132469,-0.365122646093369,
,,,-0.0090736,0.355055280029774,-0.434268400073051,
,,,-0.0090232,0.355055280029774,-0.468841277062893,
,,,-0.0089728,0.355055280029774,-0.468841277062893,
,,,-0.0089224,0.355055280029774,-0.503414154052734,
,,,-0.008872,0.355055280029774,-0.503414154052734,
,,,-0.0088216,0.355055280029774,-0.468841277062893,
,,,-0.0087712,0.345407038927078,-0.503414154052734,
,,,-0.0087208,0.335758797824383,-0.434268400073051,
,,,-0.0086704,0.326110556721687,-0.468841277062893,
,,,-0.00862,0.326110556721687,-0.434268400073051,
,,,-0.0085696,0.326110556721687,-0.434268400073051,
,,,-0.0085192,0.335758797824383,-0.39969552308321,
,,,-0.0084688,0.326110556721687,-0.365122646093369,
,,,-0.0084184,0.306814074516296,-0.365122646093369,
,,,-0.008368,0.306814074516296,-0.330549769103527,
,,,-0.0083176,0.306814074516296,-0.330549769103527,
,,,-0.0082672,0.306814074516296,-0.295976892113686,
,,,-0.0082168,0.297165833413601,-0.295976892113686,
,,,-0.0081664,0.287517592310905,-0.261404015123844,
,,,-0.008116,0.287517592310905,-0.261404015123844,
,,,-0.0080656,0.27786935120821,-0.261404015123844,
,,,-0.0080152,0.287517592310905,-0.226831138134003,
,,,-0.0079648,0.287517592310905,-0.192258261144161,
,,,-0.0079144,0.287517592310905,-0.15768538415432,
,,,-0.007864,0.287517592310905,-0.15768538415432,
,,,-0.0078136,0.27786935120821,-0.123112507164478,
,,,-0.0077632,0.268221110105515,-0.123112507164478,
,,,-0.0077128,0.258572869002819,-0.123112507164478,
,,,-0.0076624,0.268221110105515,-0.123112507164478,
,,,-0.007612,0.248924627900124,-0.123112507164478,
,,,-0.0075616,0.258572869002819,-0.123112507164478,
,,,-0.0075112,0.229628145694733,-0.0885396301746368,
,,,-0.0074608,0.258572869002819,-0.0539667531847954,
,,,-0.0074104,0.239276386797428,-0.0539667531847954,
,,,-0.00736,0.239276386797428,-0.0539667531847954,
,,,-0.0073096,0.239276386797428,-0.0539667531847954,
,,,-0.0072592,0.229628145694733,-0.0193938761949539,
,,,-0.0072088,0.210331663489342,-0.0193938761949539,
,,,-0.0071584,0.229628145694733,0.0151790007948875,
,,,-0.007108,0.229628145694733,0.0151790007948875,
,,,-0.0070576,0.219979904592037,-0.0193938761949539,
,,,-0.0070072,0.210331663489342,-0.0193938761949539,
,,,-0.0069568,0.191035181283951,-0.0193938761949539,
,,,-0.0069064,0.200683422386646,0.0151790007948875,
,,,-0.006856,0.210331663489342,-0.0193938761949539,
,,,-0.0068056,0.210331663489342,0.0151790007948875,
,,,-0.0067552,0.200683422386646,0.0151790007948875,
,,,-0.0067048,0.200683422386646,0.0151790007948875,
,,,-0.0066544,0.181386940181255,0.049751877784729,
,,,-0.006604,0.181386940181255,0.049751877784729,
,,,-0.0065536,0.181386940181255,0.0151790007948875,
,,,-0.0065032,0.17173869907856,0.049751877784729,
,,,-0.0064528,0.162090457975864,0.049751877784729,
,,,-0.0064024,0.162090457975864,0.049751877784729,
,,,-0.006352,0.181386940181255,0.049751877784729,
,,,-0.0063016,0.162090457975864,0.049751877784729,
,,,-0.0062512,0.152442216873169,0.118897631764412,
,,,-0.0062008,0.17173869907856,0.0843247547745705,
,,,-0.0061504,0.142793975770473,0.118897631764412,
,,,-0.0061,0.152442216873169,0.118897631764412,
,,,-0.0060496,0.17173869907856,0.118897631764412,
,,,-0.0059992,0.162090457975864,0.118897631764412,
,,,-0.0059488,0.152442216873169,0.049751877784729,
,,,-0.0058984,0.142793975770473,0.0843247547745705,
,,,-0.005848,0.162090457975864,0.049751877784729,
,,,-0.0057976,0.142793975770473,0.0843247547745705,
,,,-0.0057472,0.152442216873169,0.049751877784729,
,,,-0.0056968,0.152442216873169,0.118897631764412,
,,,-0.0056464,0.152442216873169,0.0843247547745705,
,,,-0.005596,0.133145734667778,0.0843247547745705,
,,,-0.0055456,0.162090457975864,0.0843247547745705,
,,,-0.0054952,0.162090457975864,0.0843247547745705,
,,,-0.0054448,0.142793975770473,0.049751877784729,
,,,-0.0053944,0.142793975770473,0.049751877784729,
,,,-0.005344,0.152442216873169,0.0843247547745705,
,,,-0.0052936,0.133145734667778,0.0843247547745705,
,,,-0.0052432,0.152442216873169,0.049751877784729,
,,,-0.0051928,0.142793975770473,0.0151790007948875,
,,,-0.0051424,0.133145734667778,0.049751877784729,
,,,-0.005092,0.142793975770473,0.0151790007948875,
,,,-0.0050416,0.142793975770473,0.049751877784729,
,,,-0.0049912,0.142793975770473,0.0151790007948875,
,,,-0.0049408,0.133145734667778,-0.0193938761949539,
,,,-0.0048904,0.142793975770473,0.0151790007948875,
,,,-0.00484,0.133145734667778,0.0151790007948875,
,,,-0.0047896,0.133145734667778,0.049751877784729,
,,,-0.0047392,0.142793975770473,0.0151790007948875,
,,,-0.0046888,0.142793975770473,-0.0193938761949539,
,,,-0.0046384,0.152442216873169,0.0151790007948875,
,,,-0.004588,0.142793975770473,-0.0193938761949539,
,,,-0.0045376,0.152442216873169,-0.0193938761949539,
,,,-0.0044872,0.133145734667778,-0.0193938761949539,
,,,-0.0044368,0.162090457975864,0.0151790007948875,
,,,-0.0043864,0.162090457975864,-0.0193938761949539,
,,,-0.004336,0.152442216873169,-0.0193938761949539,
,,,-0.0042856,0.133145734667778,0.0151790007948875,
,,,-0.0042352,0.162090457975864,0.0151790007948875,
,,,-0.0041848,0.142793975770473,-0.0539667531847954,
,,,-0.0041344,0.142793975770473,-0.0539667531847954,
,,,-0.004084,0.142793975770473,-0.0193938761949539,
,,,-0.0040336,0.142793975770473,-0.0539667531847954,
,,,-0.0039832,0.133145734667778,-0.0193938761949539,
,,,-0.0039328,0.152442216873169,-0.0539667531847954,
,,,-0.0038824,0.162090457975864,-0.0193938761949539,
,,,-0.003832,0.133145734667778,-0.0539667531847954,
,,,-0.0037816,0.152442216873169,-0.0193938761949539,
,,,-0.0037312,0.142793975770473,-0.0193938761949539,
,,,-0.0036808,0.162090457975864,-0.0193938761949539,
,,,-0.0036304,0.162090457975864,-0.0193938761949539,
,,,-0.00358,0.133145734667778,-0.0193938761949539,
,,,-0.0035296,0.152442216873169,-0.0193938761949539,
,,,-0.0034792,0.142793975770473,-0.0539667531847954,
,,,-0.0034288,0.142793975770473,-0.0539667531847954,
,,,-0.0033784,0.162090457975864,-0.0539667531847954,
,,,-0.003328,0.162090457975864,-0.0539667531847954,
,,,-0.0032776,0.152442216873169,-0.0539667531847954,
,,,-0.0032272,0.152442216873169,-0.0539667531847954,
,,,-0.0031768,0.152442216873169,-0.0539667531847954,
,,,-0.0031264,0.162090457975864,-0.0539667531847954,
,,,-0.003076,0.142793975770473,-0.0539667531847954,
,,,-0.0030256,0.17173869907856,-0.0885396301746368,
,,,-0.0029752,0.162090457975864,-0.0539667531847954,
,,,-0.0029248,0.181386940181255,-0.0885396301746368,
,,,-0.0028744,0.162090457975864,-0.0885396301746368,
,,,-0.002824,0.162090457975864,-0.0885396301746368,
,,,-0.0027736,0.162090457975864,-0.0885396301746368,
,,,-0.0027232,0.17173869907856,-0.0885396301746368,
,,,-0.0026728,0.162090457975864,-0.123112507164478,
,,,-0.0026224,0.17173869907856,-0.0885396301746368,
,,,-0.002572,0.181386940181255,-0.0885396301746368,
,,,-0.0025216,0.181386940181255,-0.123112507164478,
,,,-0.0024712,0.181386940181255,-0.15768538415432,
,,,-0.0024208,0.181386940181255,-0.15768538415432,
,,,-0.0023704,0.181386940181255,-0.15768538415432,
,,,-0.00232,0.200683422386646,-0.15768538415432,
,,,-0.0022696,0.191035181283951,-0.15768538415432,
,,,-0.0022192,0.200683422386646,-0.15768538415432,
,,,-0.0021688,0.210331663489342,-0.15768538415432,
,,,-0.0021184,0.191035181283951,-0.192258261144161,
,,,-0.002068,0.210331663489342,-0.15768538415432,
,,,-0.0020176,0.200683422386646,-0.15768538415432,
,,,-0.0019672,0.210331663489342,-0.192258261144161,
,,,-0.0019168,0.219979904592037,-0.192258261144161,
,,,-0.0018664,0.229628145694733,-0.192258261144161,
,,,-0.001816,0.239276386797428,-0.15768538415432,
,,,-0.0017656,0.219979904592037,-0.15768538415432,
,,,-0.0017152,0.219979904592037,-0.192258261144161,
,,,-0.0016648,0.229628145694733,-0.15768538415432,
,,,-0.0016144,0.219979904592037,-0.192258261144161,
,,,-0.001564,0.248924627900124,-0.123112507164478,
,,,-0.0015136,0.248924627900124,-0.123112507164478,
,,,-0.0014632,0.248924627900124,-0.15768538415432,
,,,-0.0014128,0.268221110105515,-0.15768538415432,
,,,-0.0013624,0.258572869002819,-0.15768538415432,
,,,-0.001312,0.268221110105515,-0.123112507164478,
,,,-0.0012616,0.258572869002819,-0.15768538415432,
,,,-0.0012112,0.287517592310905,-0.15768538415432,
,,,-0.0011608,0.258572869002819,-0.123112507164478,
,,,-0.0011104,0.27786935120821,-0.192258261144161,
,,,-0.00106,0.297165833413601,-0.192258261144161,
